"","X1","X2","count","description"
"1203","Sobic.006G201200.1.p","G-box",5,"Light responsiveness"
"1204","Sobic.006G251200.1.p","G-box",3,"Light responsiveness"
"1205","Sobic.006G279700.1.p","G-box",3,"Light responsiveness"
"1206","Sobic.007G044300.1.p","G-box",1,"Light responsiveness"
"1207","Sobic.007G064500.1.p","G-box",0,"Light responsiveness"
"1208","Sobic.007G081300.1.p","G-box",4,"Light responsiveness"
"1209","Sobic.007G160900.1.p","G-box",2,"Light responsiveness"
"1210","Sobic.007G213200.1.p","G-box",4,"Light responsiveness"
"1211","Sobic.008G081200.1.p","G-box",0,"Light responsiveness"
"1212","Sobic.008G081400.1.p","G-box",2,"Light responsiveness"
"1213","Sobic.008G081500.1.p","G-box",2,"Light responsiveness"
"1214","Sobic.008G180300.1.p","G-box",1,"Light responsiveness"
"1215","Sobic.008G190200.1.p","G-box",3,"Light responsiveness"
"1216","Sobic.009G049900.4.p","G-box",4,"Light responsiveness"
"1217","Sobic.009G099000.1.p","G-box",5,"Light responsiveness"
"1218","Sobic.009G101800.2.p","G-box",1,"Light responsiveness"
"1219","Sobic.009G136500.1.p","G-box",1,"Light responsiveness"
"1220","Sobic.009G136600.1.p","G-box",2,"Light responsiveness"
"1221","Sobic.009G136700.1.p","G-box",2,"Light responsiveness"
"1222","Sobic.009G136800.1.p","G-box",1,"Light responsiveness"
"1223","Sobic.009G136900.1.p","G-box",2,"Light responsiveness"
"1224","Sobic.009G148800.1.p","G-box",7,"Light responsiveness"
"1225","Sobic.009G148900.1.p","G-box",1,"Light responsiveness"
"1226","Sobic.010G099700.1.p","G-box",1,"Light responsiveness"
"1227","Sobic.010G109200.1.p","G-box",4,"Light responsiveness"
"1228","Sobic.010G127800.1.p","G-box",0,"Light responsiveness"
"1229","Sobic.010G133100.1.p","G-box",0,"Light responsiveness"
"1230","Sobic.010G166850.1.p","G-box",5,"Light responsiveness"
"1231","Sobic.010G175900.2.p","G-box",0,"Light responsiveness"
"1232","Sobic.K022800.1.p","G-box",0,"Light responsiveness"
"1233","Sobic.001G032000.1.p","G-Box",2,"Light responsiveness"
"1234","Sobic.001G099400.1.p","G-Box",1,"Light responsiveness"
"1235","Sobic.001G111150.1.p","G-Box",1,"Light responsiveness"
"1236","Sobic.001G133900.1.p","G-Box",1,"Light responsiveness"
"1237","Sobic.001G223100.2.p","G-Box",2,"Light responsiveness"
"1238","Sobic.001G223200.1.p","G-Box",0,"Light responsiveness"
"1239","Sobic.001G275500.2.p","G-Box",1,"Light responsiveness"
"1240","Sobic.001G275600.2.p","G-Box",1,"Light responsiveness"
"1241","Sobic.001G275800.1.p","G-Box",2,"Light responsiveness"
"1242","Sobic.001G276100.1.p","G-Box",4,"Light responsiveness"
"1243","Sobic.001G276300.1.p","G-Box",1,"Light responsiveness"
"1244","Sobic.001G276400.1.p","G-Box",4,"Light responsiveness"
"1245","Sobic.001G276600.1.p","G-Box",1,"Light responsiveness"
"1246","Sobic.001G276700.1.p","G-Box",1,"Light responsiveness"
"1247","Sobic.001G276800.1.p","G-Box",0,"Light responsiveness"
"1248","Sobic.001G282000.1.p","G-Box",1,"Light responsiveness"
"1249","Sobic.001G282100.1.p","G-Box",4,"Light responsiveness"
"1250","Sobic.001G302800.1.p","G-Box",1,"Light responsiveness"
"1251","Sobic.001G443900.1.p","G-Box",1,"Light responsiveness"
"1252","Sobic.001G444000.1.p","G-Box",1,"Light responsiveness"
"1253","Sobic.001G444100.1.p","G-Box",0,"Light responsiveness"
"1254","Sobic.001G511000.2.p","G-Box",0,"Light responsiveness"
"1255","Sobic.001G541900.2.p","G-Box",0,"Light responsiveness"
"1256","Sobic.002G000800.2.p","G-Box",2,"Light responsiveness"
"1257","Sobic.002G064800.1.p","G-Box",2,"Light responsiveness"
"1258","Sobic.002G091800.1.p","G-Box",0,"Light responsiveness"
"1259","Sobic.002G367700.1.p","G-Box",0,"Light responsiveness"
"1260","Sobic.003G076200.2.p","G-Box",0,"Light responsiveness"
"1261","Sobic.003G107100.1.p","G-Box",1,"Light responsiveness"
"1262","Sobic.003G185100.1.p","G-Box",0,"Light responsiveness"
"1263","Sobic.003G295500.1.p","G-Box",0,"Light responsiveness"
"1264","Sobic.003G304000.1.p","G-Box",3,"Light responsiveness"
"1265","Sobic.003G304100.1.p","G-Box",0,"Light responsiveness"
"1266","Sobic.003G371000.1.p","G-Box",1,"Light responsiveness"
"1267","Sobic.003G371100.1.p","G-Box",2,"Light responsiveness"
"1268","Sobic.003G371250.1.p","G-Box",0,"Light responsiveness"
"1269","Sobic.003G371400.1.p","G-Box",1,"Light responsiveness"
"1270","Sobic.003G371600.2.p","G-Box",0,"Light responsiveness"
"1271","Sobic.003G371750.1.p","G-Box",2,"Light responsiveness"
"1272","Sobic.003G372000.1.p","G-Box",0,"Light responsiveness"
"1273","Sobic.003G372100.2.p","G-Box",1,"Light responsiveness"
"1274","Sobic.003G392700.1.p","G-Box",0,"Light responsiveness"
"1275","Sobic.003G399200.1.p","G-Box",2,"Light responsiveness"
"1276","Sobic.004G193000.1.p","G-Box",0,"Light responsiveness"
"1277","Sobic.004G243200.1.p","G-Box",1,"Light responsiveness"
"1278","Sobic.004G260500.1.p","G-Box",2,"Light responsiveness"
"1279","Sobic.004G276200.1.p","G-Box",2,"Light responsiveness"
"1280","Sobic.005G090600.1.p","G-Box",0,"Light responsiveness"
"1281","Sobic.005G107400.1.p","G-Box",0,"Light responsiveness"
"1282","Sobic.005G107500.1.p","G-Box",0,"Light responsiveness"
"1283","Sobic.005G110466.1.p","G-Box",2,"Light responsiveness"
"1284","Sobic.006G089300.1.p","G-Box",0,"Light responsiveness"
"1285","Sobic.006G130400.1.p","G-Box",0,"Light responsiveness"
"1286","Sobic.006G130501.1.p","G-Box",0,"Light responsiveness"
"1287","Sobic.006G130600.2.p","G-Box",2,"Light responsiveness"
"1288","Sobic.006G130700.1.p","G-Box",3,"Light responsiveness"
"1289","Sobic.006G155200.1.p","G-Box",3,"Light responsiveness"
"1290","Sobic.006G201100.1.p","G-Box",2,"Light responsiveness"
"1291","Sobic.006G201200.1.p","G-Box",2,"Light responsiveness"
"1292","Sobic.006G251200.1.p","G-Box",1,"Light responsiveness"
"1293","Sobic.006G279700.1.p","G-Box",0,"Light responsiveness"
"1294","Sobic.007G044300.1.p","G-Box",1,"Light responsiveness"
"1295","Sobic.007G064500.1.p","G-Box",0,"Light responsiveness"
"1296","Sobic.007G081300.1.p","G-Box",2,"Light responsiveness"
"1297","Sobic.007G160900.1.p","G-Box",1,"Light responsiveness"
"1298","Sobic.007G213200.1.p","G-Box",4,"Light responsiveness"
"1299","Sobic.008G081200.1.p","G-Box",0,"Light responsiveness"
"1300","Sobic.008G081400.1.p","G-Box",0,"Light responsiveness"
"1301","Sobic.008G081500.1.p","G-Box",0,"Light responsiveness"
"1302","Sobic.008G180300.1.p","G-Box",1,"Light responsiveness"
"1303","Sobic.008G190200.1.p","G-Box",0,"Light responsiveness"
"1304","Sobic.009G049900.4.p","G-Box",0,"Light responsiveness"
"1305","Sobic.009G099000.1.p","G-Box",2,"Light responsiveness"
"1306","Sobic.009G101800.2.p","G-Box",0,"Light responsiveness"
"1307","Sobic.009G136500.1.p","G-Box",0,"Light responsiveness"
"1308","Sobic.009G136600.1.p","G-Box",2,"Light responsiveness"
"1309","Sobic.009G136700.1.p","G-Box",0,"Light responsiveness"
"1310","Sobic.009G136800.1.p","G-Box",1,"Light responsiveness"
"1311","Sobic.009G136900.1.p","G-Box",0,"Light responsiveness"
"1312","Sobic.009G148800.1.p","G-Box",0,"Light responsiveness"
"1313","Sobic.009G148900.1.p","G-Box",1,"Light responsiveness"
"1314","Sobic.010G099700.1.p","G-Box",2,"Light responsiveness"
"1315","Sobic.010G109200.1.p","G-Box",1,"Light responsiveness"
"1316","Sobic.010G127800.1.p","G-Box",1,"Light responsiveness"
"1317","Sobic.010G133100.1.p","G-Box",0,"Light responsiveness"
"1318","Sobic.010G166850.1.p","G-Box",2,"Light responsiveness"
"1319","Sobic.010G175900.2.p","G-Box",0,"Light responsiveness"
"1320","Sobic.K022800.1.p","G-Box",0,"Light responsiveness"
"1321","Sobic.001G032000.1.p","GT1-motif",1,"Light responsiveness"
"1322","Sobic.001G099400.1.p","GT1-motif",1,"Light responsiveness"
"1323","Sobic.001G111150.1.p","GT1-motif",0,"Light responsiveness"
"1324","Sobic.001G133900.1.p","GT1-motif",1,"Light responsiveness"
"1325","Sobic.001G223100.2.p","GT1-motif",2,"Light responsiveness"
"1326","Sobic.001G223200.1.p","GT1-motif",0,"Light responsiveness"
"1327","Sobic.001G275500.2.p","GT1-motif",2,"Light responsiveness"
"1328","Sobic.001G275600.2.p","GT1-motif",0,"Light responsiveness"
"1329","Sobic.001G275800.1.p","GT1-motif",5,"Light responsiveness"
"1330","Sobic.001G276100.1.p","GT1-motif",0,"Light responsiveness"
"1331","Sobic.001G276300.1.p","GT1-motif",0,"Light responsiveness"
"1332","Sobic.001G276400.1.p","GT1-motif",2,"Light responsiveness"
"1333","Sobic.001G276600.1.p","GT1-motif",0,"Light responsiveness"
"1334","Sobic.001G276700.1.p","GT1-motif",1,"Light responsiveness"
"1335","Sobic.001G276800.1.p","GT1-motif",0,"Light responsiveness"
"1336","Sobic.001G282000.1.p","GT1-motif",0,"Light responsiveness"
"1337","Sobic.001G282100.1.p","GT1-motif",0,"Light responsiveness"
"1338","Sobic.001G302800.1.p","GT1-motif",0,"Light responsiveness"
"1339","Sobic.001G443900.1.p","GT1-motif",2,"Light responsiveness"
"1340","Sobic.001G444000.1.p","GT1-motif",1,"Light responsiveness"
"1341","Sobic.001G444100.1.p","GT1-motif",0,"Light responsiveness"
"1342","Sobic.001G511000.2.p","GT1-motif",2,"Light responsiveness"
"1343","Sobic.001G541900.2.p","GT1-motif",0,"Light responsiveness"
"1344","Sobic.002G000800.2.p","GT1-motif",2,"Light responsiveness"
"1345","Sobic.002G064800.1.p","GT1-motif",0,"Light responsiveness"
"1346","Sobic.002G091800.1.p","GT1-motif",1,"Light responsiveness"
"1347","Sobic.002G367700.1.p","GT1-motif",0,"Light responsiveness"
"1348","Sobic.003G076200.2.p","GT1-motif",0,"Light responsiveness"
"1349","Sobic.003G107100.1.p","GT1-motif",1,"Light responsiveness"
"1350","Sobic.003G185100.1.p","GT1-motif",0,"Light responsiveness"
"1351","Sobic.003G295500.1.p","GT1-motif",2,"Light responsiveness"
"1352","Sobic.003G304000.1.p","GT1-motif",0,"Light responsiveness"
"1353","Sobic.003G304100.1.p","GT1-motif",0,"Light responsiveness"
"1354","Sobic.003G371000.1.p","GT1-motif",1,"Light responsiveness"
"1355","Sobic.003G371100.1.p","GT1-motif",1,"Light responsiveness"
"1356","Sobic.003G371250.1.p","GT1-motif",0,"Light responsiveness"
"1357","Sobic.003G371400.1.p","GT1-motif",0,"Light responsiveness"
"1358","Sobic.003G371600.2.p","GT1-motif",0,"Light responsiveness"
"1359","Sobic.003G371750.1.p","GT1-motif",1,"Light responsiveness"
"1360","Sobic.003G372000.1.p","GT1-motif",1,"Light responsiveness"
"1361","Sobic.003G372100.2.p","GT1-motif",0,"Light responsiveness"
"1362","Sobic.003G392700.1.p","GT1-motif",0,"Light responsiveness"
"1363","Sobic.003G399200.1.p","GT1-motif",3,"Light responsiveness"
"1364","Sobic.004G193000.1.p","GT1-motif",0,"Light responsiveness"
"1365","Sobic.004G243200.1.p","GT1-motif",0,"Light responsiveness"
"1366","Sobic.004G260500.1.p","GT1-motif",3,"Light responsiveness"
"1367","Sobic.004G276200.1.p","GT1-motif",0,"Light responsiveness"
"1368","Sobic.005G090600.1.p","GT1-motif",4,"Light responsiveness"
"1369","Sobic.005G107400.1.p","GT1-motif",2,"Light responsiveness"
"1370","Sobic.005G107500.1.p","GT1-motif",0,"Light responsiveness"
"1371","Sobic.005G110466.1.p","GT1-motif",1,"Light responsiveness"
"1372","Sobic.006G089300.1.p","GT1-motif",0,"Light responsiveness"
"1373","Sobic.006G130400.1.p","GT1-motif",0,"Light responsiveness"
"1374","Sobic.006G130501.1.p","GT1-motif",0,"Light responsiveness"
"1375","Sobic.006G130600.2.p","GT1-motif",0,"Light responsiveness"
"1376","Sobic.006G130700.1.p","GT1-motif",1,"Light responsiveness"
"1377","Sobic.006G155200.1.p","GT1-motif",0,"Light responsiveness"
"1378","Sobic.006G201100.1.p","GT1-motif",0,"Light responsiveness"
"1379","Sobic.006G201200.1.p","GT1-motif",1,"Light responsiveness"
"1380","Sobic.006G251200.1.p","GT1-motif",1,"Light responsiveness"
"1381","Sobic.006G279700.1.p","GT1-motif",0,"Light responsiveness"
"1382","Sobic.007G044300.1.p","GT1-motif",0,"Light responsiveness"
"1383","Sobic.007G064500.1.p","GT1-motif",0,"Light responsiveness"
"1384","Sobic.007G081300.1.p","GT1-motif",1,"Light responsiveness"
"1385","Sobic.007G160900.1.p","GT1-motif",0,"Light responsiveness"
"1386","Sobic.007G213200.1.p","GT1-motif",1,"Light responsiveness"
"1387","Sobic.008G081200.1.p","GT1-motif",5,"Light responsiveness"
"1388","Sobic.008G081400.1.p","GT1-motif",1,"Light responsiveness"
"1389","Sobic.008G081500.1.p","GT1-motif",3,"Light responsiveness"
"1390","Sobic.008G180300.1.p","GT1-motif",1,"Light responsiveness"
"1391","Sobic.008G190200.1.p","GT1-motif",0,"Light responsiveness"
"1392","Sobic.009G049900.4.p","GT1-motif",2,"Light responsiveness"
"1393","Sobic.009G099000.1.p","GT1-motif",1,"Light responsiveness"
"1394","Sobic.009G101800.2.p","GT1-motif",3,"Light responsiveness"
"1395","Sobic.009G136500.1.p","GT1-motif",0,"Light responsiveness"
"1396","Sobic.009G136600.1.p","GT1-motif",0,"Light responsiveness"
"1397","Sobic.009G136700.1.p","GT1-motif",1,"Light responsiveness"
"1398","Sobic.009G136800.1.p","GT1-motif",0,"Light responsiveness"
"1399","Sobic.009G136900.1.p","GT1-motif",2,"Light responsiveness"
"1400","Sobic.009G148800.1.p","GT1-motif",1,"Light responsiveness"
"1401","Sobic.009G148900.1.p","GT1-motif",0,"Light responsiveness"
"1402","Sobic.010G099700.1.p","GT1-motif",0,"Light responsiveness"
"1403","Sobic.010G109200.1.p","GT1-motif",1,"Light responsiveness"
"1404","Sobic.010G127800.1.p","GT1-motif",4,"Light responsiveness"
"1405","Sobic.010G133100.1.p","GT1-motif",1,"Light responsiveness"
"1406","Sobic.010G166850.1.p","GT1-motif",1,"Light responsiveness"
"1407","Sobic.010G175900.2.p","GT1-motif",2,"Light responsiveness"
"1408","Sobic.K022800.1.p","GT1-motif",2,"Light responsiveness"
"1409","Sobic.001G032000.1.p","LTR",11,"Stress related"
"1410","Sobic.001G099400.1.p","LTR",0,"Stress related"
"1411","Sobic.001G111150.1.p","LTR",0,"Stress related"
"1412","Sobic.001G133900.1.p","LTR",1,"Stress related"
"1413","Sobic.001G223100.2.p","LTR",14,"Stress related"
"1414","Sobic.001G223200.1.p","LTR",2,"Stress related"
"1415","Sobic.001G275500.2.p","LTR",0,"Stress related"
"1416","Sobic.001G275600.2.p","LTR",0,"Stress related"
"1417","Sobic.001G275800.1.p","LTR",0,"Stress related"
"1418","Sobic.001G276100.1.p","LTR",0,"Stress related"
"1419","Sobic.001G276300.1.p","LTR",0,"Stress related"
"1420","Sobic.001G276400.1.p","LTR",1,"Stress related"
"1421","Sobic.001G276600.1.p","LTR",1,"Stress related"
"1422","Sobic.001G276700.1.p","LTR",0,"Stress related"
"1423","Sobic.001G276800.1.p","LTR",0,"Stress related"
"1424","Sobic.001G282000.1.p","LTR",0,"Stress related"
"1425","Sobic.001G282100.1.p","LTR",0,"Stress related"
"1426","Sobic.001G302800.1.p","LTR",1,"Stress related"
"1427","Sobic.001G443900.1.p","LTR",1,"Stress related"
"1428","Sobic.001G444000.1.p","LTR",2,"Stress related"
"1429","Sobic.001G444100.1.p","LTR",0,"Stress related"
"1430","Sobic.001G511000.2.p","LTR",1,"Stress related"
"1431","Sobic.001G541900.2.p","LTR",0,"Stress related"
"1432","Sobic.002G000800.2.p","LTR",0,"Stress related"
"1433","Sobic.002G064800.1.p","LTR",1,"Stress related"
"1434","Sobic.002G091800.1.p","LTR",0,"Stress related"
"1435","Sobic.002G367700.1.p","LTR",0,"Stress related"
"1436","Sobic.003G076200.2.p","LTR",0,"Stress related"
"1437","Sobic.003G107100.1.p","LTR",0,"Stress related"
"1438","Sobic.003G185100.1.p","LTR",0,"Stress related"
"1439","Sobic.003G295500.1.p","LTR",0,"Stress related"
"1440","Sobic.003G304000.1.p","LTR",1,"Stress related"
"1441","Sobic.003G304100.1.p","LTR",0,"Stress related"
"1442","Sobic.003G371000.1.p","LTR",0,"Stress related"
"1443","Sobic.003G371100.1.p","LTR",2,"Stress related"
"1444","Sobic.003G371250.1.p","LTR",2,"Stress related"
"1445","Sobic.003G371400.1.p","LTR",1,"Stress related"
"1446","Sobic.003G371600.2.p","LTR",1,"Stress related"
"1447","Sobic.003G371750.1.p","LTR",0,"Stress related"
"1448","Sobic.003G372000.1.p","LTR",1,"Stress related"
"1449","Sobic.003G372100.2.p","LTR",0,"Stress related"
"1450","Sobic.003G392700.1.p","LTR",0,"Stress related"
"1451","Sobic.003G399200.1.p","LTR",3,"Stress related"
"1452","Sobic.004G193000.1.p","LTR",0,"Stress related"
"1453","Sobic.004G243200.1.p","LTR",0,"Stress related"
"1454","Sobic.004G260500.1.p","LTR",0,"Stress related"
"1455","Sobic.004G276200.1.p","LTR",0,"Stress related"
"1456","Sobic.005G090600.1.p","LTR",0,"Stress related"
"1457","Sobic.005G107400.1.p","LTR",0,"Stress related"
"1458","Sobic.005G107500.1.p","LTR",0,"Stress related"
"1459","Sobic.005G110466.1.p","LTR",0,"Stress related"
"1460","Sobic.006G089300.1.p","LTR",1,"Stress related"
"1461","Sobic.006G130400.1.p","LTR",0,"Stress related"
"1462","Sobic.006G130501.1.p","LTR",1,"Stress related"
"1463","Sobic.006G130600.2.p","LTR",1,"Stress related"
"1464","Sobic.006G130700.1.p","LTR",0,"Stress related"
"1465","Sobic.006G155200.1.p","LTR",0,"Stress related"
"1466","Sobic.006G201100.1.p","LTR",1,"Stress related"
"1467","Sobic.006G201200.1.p","LTR",0,"Stress related"
"1468","Sobic.006G251200.1.p","LTR",0,"Stress related"
"1469","Sobic.006G279700.1.p","LTR",0,"Stress related"
"1470","Sobic.007G044300.1.p","LTR",2,"Stress related"
"1471","Sobic.007G064500.1.p","LTR",1,"Stress related"
"1472","Sobic.007G081300.1.p","LTR",2,"Stress related"
"1473","Sobic.007G160900.1.p","LTR",0,"Stress related"
"1474","Sobic.007G213200.1.p","LTR",2,"Stress related"
"1475","Sobic.008G081200.1.p","LTR",0,"Stress related"
"1476","Sobic.008G081400.1.p","LTR",2,"Stress related"
"1477","Sobic.008G081500.1.p","LTR",1,"Stress related"
"1478","Sobic.008G180300.1.p","LTR",0,"Stress related"
"1479","Sobic.008G190200.1.p","LTR",0,"Stress related"
"1480","Sobic.009G049900.4.p","LTR",0,"Stress related"
"1481","Sobic.009G099000.1.p","LTR",5,"Stress related"
"1482","Sobic.009G101800.2.p","LTR",1,"Stress related"
"1483","Sobic.009G136500.1.p","LTR",3,"Stress related"
"1484","Sobic.009G136600.1.p","LTR",2,"Stress related"
"1485","Sobic.009G136700.1.p","LTR",1,"Stress related"
"1486","Sobic.009G136800.1.p","LTR",0,"Stress related"
"1487","Sobic.009G136900.1.p","LTR",0,"Stress related"
"1488","Sobic.009G148800.1.p","LTR",0,"Stress related"
"1489","Sobic.009G148900.1.p","LTR",0,"Stress related"
"1490","Sobic.010G099700.1.p","LTR",1,"Stress related"
"1491","Sobic.010G109200.1.p","LTR",1,"Stress related"
"1492","Sobic.010G127800.1.p","LTR",0,"Stress related"
"1493","Sobic.010G133100.1.p","LTR",3,"Stress related"
"1494","Sobic.010G166850.1.p","LTR",0,"Stress related"
"1495","Sobic.010G175900.2.p","LTR",0,"Stress related"
"1496","Sobic.K022800.1.p","LTR",0,"Stress related"
"1497","Sobic.001G032000.1.p","MBS",0,"Stress related"
"1498","Sobic.001G099400.1.p","MBS",0,"Stress related"
"1499","Sobic.001G111150.1.p","MBS",0,"Stress related"
"1500","Sobic.001G133900.1.p","MBS",1,"Stress related"
"1501","Sobic.001G223100.2.p","MBS",0,"Stress related"
"1502","Sobic.001G223200.1.p","MBS",1,"Stress related"
"1503","Sobic.001G275500.2.p","MBS",1,"Stress related"
"1504","Sobic.001G275600.2.p","MBS",1,"Stress related"
"1505","Sobic.001G275800.1.p","MBS",0,"Stress related"
"1506","Sobic.001G276100.1.p","MBS",2,"Stress related"
"1507","Sobic.001G276300.1.p","MBS",1,"Stress related"
"1508","Sobic.001G276400.1.p","MBS",2,"Stress related"
"1509","Sobic.001G276600.1.p","MBS",0,"Stress related"
"1510","Sobic.001G276700.1.p","MBS",1,"Stress related"
"1511","Sobic.001G276800.1.p","MBS",1,"Stress related"
"1512","Sobic.001G282000.1.p","MBS",5,"Stress related"
"1513","Sobic.001G282100.1.p","MBS",0,"Stress related"
"1514","Sobic.001G302800.1.p","MBS",2,"Stress related"
"1515","Sobic.001G443900.1.p","MBS",0,"Stress related"
"1516","Sobic.001G444000.1.p","MBS",1,"Stress related"
"1517","Sobic.001G444100.1.p","MBS",0,"Stress related"
"1518","Sobic.001G511000.2.p","MBS",1,"Stress related"
"1519","Sobic.001G541900.2.p","MBS",0,"Stress related"
"1520","Sobic.002G000800.2.p","MBS",4,"Stress related"
"1521","Sobic.002G064800.1.p","MBS",2,"Stress related"
"1522","Sobic.002G091800.1.p","MBS",1,"Stress related"
"1523","Sobic.002G367700.1.p","MBS",1,"Stress related"
"1524","Sobic.003G076200.2.p","MBS",0,"Stress related"
"1525","Sobic.003G107100.1.p","MBS",0,"Stress related"
"1526","Sobic.003G185100.1.p","MBS",1,"Stress related"
"1527","Sobic.003G295500.1.p","MBS",0,"Stress related"
"1528","Sobic.003G304000.1.p","MBS",0,"Stress related"
"1529","Sobic.003G304100.1.p","MBS",0,"Stress related"
"1530","Sobic.003G371000.1.p","MBS",2,"Stress related"
"1531","Sobic.003G371100.1.p","MBS",2,"Stress related"
"1532","Sobic.003G371250.1.p","MBS",0,"Stress related"
"1533","Sobic.003G371400.1.p","MBS",2,"Stress related"
"1534","Sobic.003G371600.2.p","MBS",0,"Stress related"
"1535","Sobic.003G371750.1.p","MBS",1,"Stress related"
"1536","Sobic.003G372000.1.p","MBS",0,"Stress related"
"1537","Sobic.003G372100.2.p","MBS",3,"Stress related"
"1538","Sobic.003G392700.1.p","MBS",0,"Stress related"
"1539","Sobic.003G399200.1.p","MBS",0,"Stress related"
"1540","Sobic.004G193000.1.p","MBS",1,"Stress related"
"1541","Sobic.004G243200.1.p","MBS",2,"Stress related"
"1542","Sobic.004G260500.1.p","MBS",0,"Stress related"
"1543","Sobic.004G276200.1.p","MBS",0,"Stress related"
"1544","Sobic.005G090600.1.p","MBS",2,"Stress related"
"1545","Sobic.005G107400.1.p","MBS",0,"Stress related"
"1546","Sobic.005G107500.1.p","MBS",1,"Stress related"
"1547","Sobic.005G110466.1.p","MBS",0,"Stress related"
"1548","Sobic.006G089300.1.p","MBS",2,"Stress related"
"1549","Sobic.006G130400.1.p","MBS",0,"Stress related"
"1550","Sobic.006G130501.1.p","MBS",0,"Stress related"
"1551","Sobic.006G130600.2.p","MBS",3,"Stress related"
"1552","Sobic.006G130700.1.p","MBS",0,"Stress related"
"1553","Sobic.006G155200.1.p","MBS",1,"Stress related"
"1554","Sobic.006G201100.1.p","MBS",1,"Stress related"
"1555","Sobic.006G201200.1.p","MBS",0,"Stress related"
"1556","Sobic.006G251200.1.p","MBS",0,"Stress related"
"1557","Sobic.006G279700.1.p","MBS",1,"Stress related"
"1558","Sobic.007G044300.1.p","MBS",0,"Stress related"
"1559","Sobic.007G064500.1.p","MBS",1,"Stress related"
"1560","Sobic.007G081300.1.p","MBS",0,"Stress related"
"1561","Sobic.007G160900.1.p","MBS",1,"Stress related"
"1562","Sobic.007G213200.1.p","MBS",0,"Stress related"
"1563","Sobic.008G081200.1.p","MBS",0,"Stress related"
"1564","Sobic.008G081400.1.p","MBS",0,"Stress related"
"1565","Sobic.008G081500.1.p","MBS",3,"Stress related"
"1566","Sobic.008G180300.1.p","MBS",0,"Stress related"
"1567","Sobic.008G190200.1.p","MBS",0,"Stress related"
"1568","Sobic.009G049900.4.p","MBS",1,"Stress related"
"1569","Sobic.009G099000.1.p","MBS",0,"Stress related"
"1570","Sobic.009G101800.2.p","MBS",1,"Stress related"
"1571","Sobic.009G136500.1.p","MBS",0,"Stress related"
"1572","Sobic.009G136600.1.p","MBS",0,"Stress related"
"1573","Sobic.009G136700.1.p","MBS",1,"Stress related"
"1574","Sobic.009G136800.1.p","MBS",0,"Stress related"
"1575","Sobic.009G136900.1.p","MBS",1,"Stress related"
"1576","Sobic.009G148800.1.p","MBS",1,"Stress related"
"1577","Sobic.009G148900.1.p","MBS",0,"Stress related"
"1578","Sobic.010G099700.1.p","MBS",0,"Stress related"
"1579","Sobic.010G109200.1.p","MBS",1,"Stress related"
"1580","Sobic.010G127800.1.p","MBS",0,"Stress related"
"1581","Sobic.010G133100.1.p","MBS",1,"Stress related"
"1582","Sobic.010G166850.1.p","MBS",3,"Stress related"
"1583","Sobic.010G175900.2.p","MBS",1,"Stress related"
"1584","Sobic.K022800.1.p","MBS",1,"Stress related"
"1585","Sobic.001G032000.1.p","TATA-box",20,"Plant growth and development"
"1586","Sobic.001G099400.1.p","TATA-box",38,"Plant growth and development"
"1587","Sobic.001G111150.1.p","TATA-box",29,"Plant growth and development"
"1588","Sobic.001G133900.1.p","TATA-box",14,"Plant growth and development"
"1589","Sobic.001G223100.2.p","TATA-box",25,"Plant growth and development"
"1590","Sobic.001G223200.1.p","TATA-box",85,"Plant growth and development"
"1591","Sobic.001G275500.2.p","TATA-box",6,"Plant growth and development"
"1592","Sobic.001G275600.2.p","TATA-box",36,"Plant growth and development"
"1593","Sobic.001G275800.1.p","TATA-box",19,"Plant growth and development"
"1594","Sobic.001G276100.1.p","TATA-box",23,"Plant growth and development"
"1595","Sobic.001G276300.1.p","TATA-box",95,"Plant growth and development"
"1596","Sobic.001G276400.1.p","TATA-box",8,"Plant growth and development"
"1597","Sobic.001G276600.1.p","TATA-box",48,"Plant growth and development"
"1598","Sobic.001G276700.1.p","TATA-box",30,"Plant growth and development"
"1599","Sobic.001G276800.1.p","TATA-box",77,"Plant growth and development"
"1600","Sobic.001G282000.1.p","TATA-box",12,"Plant growth and development"
"1601","Sobic.001G282100.1.p","TATA-box",37,"Plant growth and development"
"1602","Sobic.001G302800.1.p","TATA-box",7,"Plant growth and development"
"1603","Sobic.001G443900.1.p","TATA-box",78,"Plant growth and development"
"1604","Sobic.001G444000.1.p","TATA-box",10,"Plant growth and development"
"1605","Sobic.001G444100.1.p","TATA-box",71,"Plant growth and development"
"1606","Sobic.001G511000.2.p","TATA-box",34,"Plant growth and development"
"1607","Sobic.001G541900.2.p","TATA-box",26,"Plant growth and development"
"1608","Sobic.002G000800.2.p","TATA-box",15,"Plant growth and development"
"1609","Sobic.002G064800.1.p","TATA-box",22,"Plant growth and development"
"1610","Sobic.002G091800.1.p","TATA-box",45,"Plant growth and development"
"1611","Sobic.002G367700.1.p","TATA-box",56,"Plant growth and development"
"1612","Sobic.003G076200.2.p","TATA-box",31,"Plant growth and development"
"1613","Sobic.003G107100.1.p","TATA-box",8,"Plant growth and development"
"1614","Sobic.003G185100.1.p","TATA-box",28,"Plant growth and development"
"1615","Sobic.003G295500.1.p","TATA-box",53,"Plant growth and development"
"1616","Sobic.003G304000.1.p","TATA-box",16,"Plant growth and development"
